purchase_TF,Variant,date,id
False,A,2020-03-05,0x10afe1
False,A,2020-02-04,0x23d61a
False,A,2019-09-19,0x175d32
False,A,2019-10-19,0x8773e3
False,A,2019-10-26,0x6153b0
True,A,2020-05-18,0x92b82d
False,A,2019-09-17,0x4c9348
True,A,2020-01-29,0x771111
False,A,2020-08-12,0x3b9e30
False,A,2020-02-18,0x2c2cd9
False,A,2020-07-03,0x3a8c33
False,A,2020-01-13,0x2484d8
False,A,2020-07-02,0x4c02cd
False,A,2020-08-12,0x675094
False,A,2020-06-01,0x7d0d26
False,A,2019-12-13,0x443387
False,A,2019-12-10,0x43c2ac
False,A,2019-10-22,0x6bcfa8
False,A,2019-12-24,0x1f3064
False,A,2020-07-08,0x6e9618
False,A,2019-10-23,0x1985e4
False,A,2020-02-23,0x8ea0e6
False,A,2019-10-10,0x6900a2
True,A,2020-02-06,0x7e90f1
False,A,2020-02-18,0x5c79eb
False,A,2020-02-27,0x72db72
False,A,2020-04-30,0x597fd6
False,A,2019-09-18,0x73452f
True,A,2020-07-17,0x88b4d6
True,A,2020-05-11,0x27f3f6
True,A,2020-06-28,0x3e6dcb
False,A,2020-02-16,0x542943
False,A,2020-06-07,0x4be634
False,A,2020-04-09,0x881f62
True,A,2020-08-21,0x4dfee7
False,A,2019-11-13,0x15fcaf
True,A,2020-04-04,0x50ad93
True,A,2019-08-22,0x163649
False,A,2019-10-25,0x21bbf2
False,A,2019-10-08,0x73e24b
False,A,2020-07-06,0x1c717a
False,A,2020-06-27,0x85fb42
False,A,2020-05-21,0x342249
False,A,2020-07-24,0x35ec91
False,A,2019-11-14,0x2cf142
False,A,2019-11-12,0x4f74be
False,A,2020-01-26,0x15495d
False,A,2019-12-04,0x420eb7
False,A,2020-05-01,0x7df907
False,A,2020-03-28,0x741b83
True,A,2019-09-19,0x281b48
False,A,2019-11-03,0x839506
False,B,2020-08-27,0x6f27c4
False,A,2019-12-26,0x664f8a
False,A,2020-02-06,0x6e007f
True,B,2020-08-21,0x30062c
False,A,2020-07-01,0x5be499
False,A,2019-11-25,0x3132e5
False,A,2020-07-15,0x6a55d6
False,A,2020-01-07,0x89372b
False,A,2020-01-06,0x1107e9
False,A,2020-06-15,0x3d56f0
False,A,2020-06-26,0x2eb241
True,A,2020-03-21,0x830b20
False,A,2019-08-26,0x281413
False,A,2019-11-25,0x114948
False,A,2019-08-11,0x69dbb4
False,A,2020-01-27,0x4ec800
False,A,2019-10-30,0x2a6eee
False,A,2020-07-10,0x4ed4d5
False,A,2019-09-01,0x515c76
False,A,2020-06-25,0x34bc3e
False,A,2019-10-10,0x94cf51
False,A,2019-08-25,0x3bf4ba
False,A,2020-02-23,0x1eb3ce
True,A,2020-07-21,0x6a6559
False,A,2020-06-24,0x4cac7a
False,A,2020-05-17,0x61be33
False,A,2020-05-16,0x58b789
False,A,2020-01-26,0x76e31b
False,A,2020-01-26,0x45a07f
False,A,2020-01-31,0x17d337
False,A,2019-11-06,0x6f10aa
False,A,2019-09-05,0x92cf85
False,A,2019-08-17,0x10e8b8
False,A,2020-03-15,0x77eb3b
False,A,2020-02-25,0x1560d8
False,A,2019-10-07,0x53073c
True,A,2020-01-29,0x1c3b36
True,A,2020-01-29,0x631f7b
False,A,2020-05-21,0x3b41e1
False,B,2020-08-24,0x38bd25
False,A,2020-08-06,0x8bd8eb
False,A,2020-02-23,0x205bca
False,A,2019-12-05,0x28f29d
False,A,2020-07-29,0x7abfdb
False,A,2020-07-07,0x3ad154
False,A,2019-11-04,0x7832ac
False,A,2020-07-26,0x791af3
False,A,2020-07-26,0x70316f
False,A,2020-06-08,0x74d171
False,A,2020-01-06,0x8e30dd
True,A,2020-06-29,0x82d31d
False,A,2020-06-19,0x289da1
False,A,2020-08-02,0x59bc8f
False,A,2020-06-06,0x6adfb2
False,A,2020-06-05,0x3e7a8c
False,A,2019-11-09,0x3b8483
False,A,2019-09-21,0x4331cd
False,A,2019-11-12,0x2f6e6e
False,A,2020-05-07,0x516fbd
False,A,2020-06-23,0x2edee0
False,A,2020-04-10,0x898398
False,A,2019-10-13,0x822cbf
False,A,2019-09-06,0x761e70
False,A,2019-11-26,0x2f8e41
False,A,2020-05-11,0x3e68a9
False,A,2019-09-09,0x6b49ce
False,A,2020-02-12,0x691369
False,A,2020-03-29,0x365cd0
False,A,2020-08-28,0x917e3f
True,A,2020-07-28,0x7f210a
False,A,2019-08-30,0x671004
True,A,2020-03-28,0x4b3c84
False,A,2019-09-16,0x36984b
False,A,2019-09-11,0x531047
False,A,2020-06-10,0x8309ac
False,A,2020-04-11,0x3a1246
True,A,2020-05-28,0x28083b
False,A,2020-01-22,0x29d566
False,A,2020-08-09,0x5d0b2d
True,A,2020-02-21,0x19822c
False,A,2020-03-06,0xfb6c3
False,A,2020-04-19,0x51f711
False,A,2019-10-29,0x8dbdd6
False,A,2019-09-15,0x35a7fb
False,A,2019-09-23,0x9808ab
False,A,2019-10-12,0x5b38ac
False,A,2019-12-12,0x935e97
False,A,2020-03-27,0x247155
False,A,2019-08-13,0x54187d
False,A,2020-07-26,0x8c8ad4
True,A,2019-09-06,0x626e10
False,A,2020-05-09,0x420c33
False,A,2020-02-10,0x222812
False,A,2019-12-10,0x6e0eff
False,A,2019-09-20,0x73ddd6
False,A,2019-10-06,0x5be1f2
True,A,2020-01-21,0x7fa003
False,A,2019-12-12,0x578dce
False,B,2020-08-23,0x4458f7
False,A,2019-12-06,0x82a7d8
False,A,2019-10-26,0x1dfce5
False,A,2020-03-15,0x74bed3
False,A,2019-09-09,0x47200d
False,A,2020-04-21,0x7bd692
True,A,2020-06-17,0x871b9f
False,A,2019-11-20,0x895ec0
False,B,2020-08-24,0x2480b2
False,A,2019-11-15,0x5a1fdc
True,A,2019-12-18,0x5839c4
False,A,2020-08-20,0x5527db
True,A,2020-02-10,0x22c8d9
False,A,2020-06-02,0x51f6e3
False,A,2020-07-17,0x6e6fa9
False,A,2020-03-22,0x2b6dc6
False,A,2019-10-12,0x5cf616
True,A,2020-04-27,0x7d1dff
False,B,2020-08-08,0x94ed31
True,A,2020-07-23,0x184ad4
False,A,2019-10-21,0x4d205c
True,A,2020-04-06,0x6a2efa
False,A,2020-06-15,0x5ea762
False,A,2019-08-08,0x131434
True,A,2020-04-28,0x8d380f
False,B,2020-08-28,0x3afcef
False,A,2019-09-22,0x1904cf
False,A,2019-11-24,0x2cf786
False,A,2020-03-03,0x6fcb70
False,A,2020-06-15,0x8dacc4
False,A,2020-01-30,0x52c690
False,A,2020-04-05,0x158013
False,A,2020-06-25,0x186e51
False,A,2020-02-17,0x737578
True,A,2020-02-29,0x27c242
False,A,2019-08-26,0x6885a1
False,A,2019-08-18,0x149420
False,A,2019-10-30,0x67152a
False,A,2020-03-19,0x2ce6e7
False,A,2020-06-14,0x2df912
False,A,2019-12-25,0x2f0e16
True,A,2019-12-05,0x4dd3ed
False,A,2019-11-08,0x7b9dba
True,A,2019-12-29,0x6154b8
False,A,2020-07-04,0x18a57d
False,A,2020-03-12,0x458e56
True,A,2020-01-19,0x85a106
False,A,2019-10-27,0x3a3047
False,A,2019-09-16,0x479cb8
False,A,2020-08-23,0x411510
False,A,2020-06-03,0x2dc280
False,A,2019-09-01,0x2acc57
False,A,2019-09-30,0x3f9356
True,A,2020-01-02,0x651f92
True,A,2019-10-17,0x5d535f
False,A,2019-12-14,0x3ab852
False,A,2020-06-03,0x47945c
False,A,2019-08-07,0x78abfa
True,A,2020-05-09,0x32a386
False,A,2020-08-08,0x21a82e
False,A,2019-09-28,0x3bb4e1
False,A,2020-05-20,0x688466
False,A,2019-10-07,0x190de6
True,A,2020-07-05,0x1be421
False,A,2019-09-30,0x33f922
False,A,2020-01-25,0x886b6d
False,A,2020-04-16,0x3de44c
True,A,2019-09-10,0x920c76
False,A,2020-06-04,0x2c0358
True,A,2020-07-28,0x6611ac
False,A,2019-11-03,0x72f1aa
False,A,2019-09-01,0x8c7335
False,A,2020-08-05,0x97a3f8
False,A,2019-10-27,0x1f731f
False,A,2019-10-14,0x69d7e1
False,A,2019-10-17,0x29aaf3
False,A,2020-07-31,0x5d27b4
False,B,2020-08-13,0x35e885
False,A,2019-12-18,0x78dfd3
False,A,2020-01-14,0x157e2c
False,A,2020-08-12,0x707b08
False,B,2020-08-25,0x3a3229
True,A,2019-10-23,0x944b70
False,A,2020-01-24,0x5d5c9a
False,A,2019-11-15,0x43910f
True,A,2019-12-13,0x3cd5f3
False,A,2019-12-04,0x946916
False,A,2020-04-10,0x936ff8
True,A,2020-08-13,0x45cd43
False,A,2019-12-20,0x15b8ae
False,A,2020-04-14,0x8392bb
False,A,2020-02-07,0x21008f
False,A,2019-09-27,0x42252b
True,A,2020-07-06,0x9041a5
False,A,2020-03-07,0x54de88
True,A,2019-11-20,0x39186e
True,A,2020-05-15,0x3b630e
False,A,2019-08-15,0x1bb49d
True,A,2020-04-04,0x943ebf
False,A,2020-01-19,0x96c877
False,B,2020-08-05,0x1e7d7d
False,A,2020-02-27,0x7b5ef8
False,A,2020-04-18,0x374615
False,A,2020-06-04,0x870315
False,A,2020-01-30,0x8a90e3
False,A,2019-11-02,0x5a000b
False,A,2020-08-11,0x4ace67
True,A,2020-03-03,0x667d25
False,A,2020-06-10,0x5ff4c3
False,A,2020-03-23,0x55fd38
False,A,2020-02-10,0x55c25d
False,A,2020-06-16,0x6409d6
False,A,2019-11-12,0x3688fb
False,A,2020-05-20,0x8aeb1b
False,A,2020-07-25,0x49b36e
False,A,2020-04-07,0x594c4b
False,A,2019-08-02,0x20bcf3
False,A,2020-07-22,0x79629e
True,A,2019-08-04,0x511350
False,A,2019-10-24,0x875ede
False,A,2020-06-09,0x3cb643
False,A,2019-10-08,0x1d4ada
False,A,2019-12-03,0x3b26f6
False,A,2020-08-14,0x250267
True,A,2020-06-01,0x68b86a
False,A,2020-05-27,0x20d281
True,A,2020-05-01,0x6409e0
False,A,2020-03-15,0x9617c5
False,A,2020-04-19,0x55b03b
False,A,2020-07-30,0x1bc341
False,A,2019-12-14,0x2f7950
False,A,2019-12-01,0x8af991
True,A,2020-03-02,0x160f54
False,A,2020-01-19,0x912c75
False,A,2020-03-22,0x162d72
False,A,2020-07-24,0x597715
False,A,2020-04-03,0x5353d0
False,A,2019-12-26,0x29af0f
False,A,2020-07-01,0x353f21
False,A,2020-02-04,0x3c6228
True,A,2020-08-08,0x92ac12
False,A,2019-10-26,0x788ffd
False,A,2019-09-03,0x7f4d00
False,A,2020-05-29,0x4ccc82
True,A,2019-10-17,0x792f6d
False,A,2020-07-13,0x24919c
False,A,2020-03-09,0x305720
False,A,2020-03-08,0x4c19f6
False,A,2020-03-23,0x4eb48b
False,A,2019-09-24,0x3778fc
False,A,2019-09-07,0x17fc99
False,A,2020-07-10,0x543d9d
False,A,2020-07-30,0x1e3c90
False,A,2019-11-05,0x7c9d70
False,A,2020-06-05,0x6c1aa6
True,A,2020-02-05,0x3c24d7
True,A,2020-07-23,0x4e95f0
False,A,2019-11-27,0x7b0d4c
False,A,2020-03-25,0x580c84
False,A,2020-05-07,0x40621a
False,A,2019-10-02,0x8320ad
False,A,2020-01-29,0x8993dc
False,A,2019-08-09,0x7a4d23
False,A,2020-05-30,0x8591c4
False,A,2020-02-08,0x291f5c
False,A,2020-03-02,0x8063f0
False,A,2020-08-26,0x916500
False,B,2020-08-26,0x85c5fd
False,A,2019-09-05,0x45d926
False,A,2019-12-10,0x96556a
False,A,2020-04-15,0x446402
False,A,2020-07-22,0x89c1d3
False,A,2020-07-04,0x774425
False,A,2019-08-23,0x419223
False,A,2020-08-05,0x5edaa1
False,B,2020-08-15,0x62aceb
True,A,2019-10-10,0x2ccc76
False,A,2020-06-11,0x89e200
True,A,2019-09-28,0x6d9fdb
False,A,2020-02-17,0x122a65
False,A,2019-09-06,0x4873c4
False,A,2020-06-17,0x2fc70d
True,A,2019-11-03,0x234ec7
False,B,2020-08-10,0x758284
False,A,2020-02-11,0x3d3716
True,A,2020-04-12,0x7eb82e
True,A,2020-08-15,0x81ef83
False,A,2020-05-27,0x4b4e2c
False,A,2019-12-13,0x7c6f39
False,A,2020-01-07,0x461a49
False,A,2020-05-30,0x704e01
True,A,2019-08-21,0x7dccec
False,A,2020-05-16,0x67ef2c
False,A,2020-01-25,0x303e5c
False,A,2020-02-06,0x325356
False,A,2019-12-17,0x7b9dd4
False,A,2019-09-08,0x85b00d
True,A,2019-08-05,0x31eff1
False,A,2019-10-29,0x5e2871
False,A,2019-08-19,0x7f0cc0
False,A,2020-06-21,0x145610
False,A,2020-03-25,0x83c6a7
False,A,2019-10-19,0x85b07f
False,A,2019-11-09,0x74b02e
True,B,2020-08-25,0x544406
False,A,2020-06-16,0x35abc0
True,A,2020-05-01,0x5832cd
False,A,2020-08-13,0x140390
False,A,2020-08-25,0x928904
False,A,2020-04-24,0x40ccde
False,A,2019-12-11,0x24d36b
True,A,2020-08-26,0x2bf815
False,A,2020-04-01,0x415e00
False,A,2019-08-22,0x509eac
False,A,2019-09-22,0x5c77b2
False,A,2020-02-17,0x778362
False,A,2020-03-12,0x36af0b
False,A,2020-03-09,0x5407dd
False,A,2020-01-08,0x4797dd
False,A,2020-06-22,0x8e7d08
False,A,2020-02-21,0x80b740
False,A,2020-03-15,0x2d0499
False,A,2019-09-27,0x3ce74a
False,A,2020-01-15,0x6cc8e5
False,A,2019-08-25,0x34c4f8
False,A,2020-01-14,0x47e480
False,A,2020-03-21,0x38d7c8
False,A,2020-04-03,0x7f2a48
False,A,2019-12-26,0x5da962
False,A,2020-01-10,0x675e39
False,A,2020-08-04,0x25e147
False,A,2020-03-24,0x4ddf3e
True,A,2020-06-17,0x4dde1d
False,A,2020-03-12,0x229424
False,A,2020-02-24,0x69ea0d
False,A,2020-05-01,0x3ab498
False,A,2020-01-25,0x1381d4
False,A,2019-10-03,0x760230
False,A,2019-09-04,0x112be7
False,A,2020-03-22,0x5e21fd
False,A,2019-11-06,0x17728b
False,A,2020-02-13,0x43a33d
False,A,2019-11-09,0x8a6ffa
True,A,2020-03-18,0x7a25fb
True,A,2020-06-03,0x51b259
False,A,2020-01-19,0x86468c
False,A,2020-04-09,0x720ed9
True,A,2020-04-12,0x3adad7
False,A,2020-07-10,0x11f46b
False,A,2020-02-05,0x2b1646
False,A,2020-02-02,0x961f41
False,A,2020-06-18,0x95932d
False,A,2020-07-23,0x56e624
False,A,2020-02-20,0x60665b
False,A,2019-10-21,0x492bb0
False,A,2019-12-15,0x9621e0
False,A,2020-07-05,0x81e54c
False,A,2019-10-08,0x77026d
False,A,2020-01-09,0x4e1b84
True,A,2020-01-15,0x100b6f
False,A,2019-08-17,0x726a7f
True,A,2019-09-06,0x4331b5
True,A,2019-09-10,0x5d6dfc
False,A,2020-05-28,0x6a2a72
False,A,2019-08-21,0x4ab1a2
False,A,2020-06-06,0x79a263
True,A,2020-02-01,0x4f9246
False,A,2020-05-31,0x42ffaf
False,A,2020-06-23,0x62d963
False,A,2020-04-01,0x70cd39
False,B,2020-08-23,0x6d6168
False,A,2020-04-26,0x6c9f71
True,A,2019-11-03,0x846725
False,A,2020-01-07,0x139fb6
True,A,2019-09-06,0x383144
True,A,2019-12-21,0x9104c6
False,A,2020-01-24,0x4fa657
True,A,2019-09-08,0x134ca4
False,A,2019-08-23,0x671a4e
False,A,2020-01-06,0x91a343
False,A,2020-05-19,0x5ba52c
False,A,2019-11-22,0x734824
True,A,2019-10-09,0x3eb9d9
False,A,2020-08-22,0x7a2367
False,A,2019-09-24,0x1fc81d
False,A,2020-06-29,0x582b36
False,A,2019-12-19,0x28a551
False,A,2020-05-27,0x516fa5
False,A,2020-07-21,0x30557d
False,A,2019-11-17,0x1f77ed
True,A,2020-08-17,0x406c4c
True,A,2020-04-03,0x744723
False,A,2019-12-18,0x556e95
False,B,2020-08-13,0x4765c6
True,A,2019-12-13,0x857dba
True,A,2020-01-02,0x298b20
False,A,2020-01-30,0x758021
True,A,2019-09-11,0x7a0c8e
False,A,2020-04-11,0x296058
False,A,2019-09-07,0x4f723e
False,A,2019-08-06,0x4d4478
False,A,2020-05-19,0x6fea11
False,A,2020-06-06,0x555568
False,A,2020-06-23,0x888171
False,A,2019-11-18,0x39d973
False,A,2019-11-18,0x70ba02
False,A,2020-05-13,0x7c0494
True,A,2019-12-15,0x13bc34
False,A,2019-12-02,0x32bd87
False,A,2020-05-11,0x19d5f2
False,A,2020-06-22,0x41818c
False,A,2019-12-31,0x33f828
False,A,2019-11-27,0x2fdf57
False,A,2019-11-30,0x4e53b1
False,A,2019-10-28,0x34984c
True,A,2020-03-04,0x5e10b6
False,A,2020-01-28,0x975fae
False,A,2020-07-13,0x1559da
False,A,2020-03-23,0x8a4e9a
True,A,2019-09-14,0x31df07
False,A,2019-11-21,0x2828b4
False,A,2020-07-03,0x48caa4
False,A,2019-10-18,0x23f567
False,A,2020-02-08,0x505e39
False,A,2019-10-26,0x4f14ff
False,A,2019-09-13,0x1e5069
False,A,2020-07-01,0x1e0d26
False,A,2019-10-19,0x19760b
False,A,2019-08-26,0x6c60da
False,A,2020-05-12,0x700e5c
False,B,2020-08-02,0x5b7f5b
False,A,2020-03-22,0x1d580f
True,A,2019-11-06,0x8106fe
False,A,2019-09-06,0x6396ef
False,A,2020-04-27,0x913c79
False,A,2020-08-30,0x25cdb4
True,A,2020-05-23,0x93e724
False,A,2020-06-15,0x84ac6b
False,A,2020-03-22,0x1a3466
True,A,2019-08-20,0x40211d
False,A,2019-08-06,0x5f371c
False,A,2019-09-06,0x88f5f6
False,A,2020-06-07,0x52f87e
False,A,2020-01-13,0x2351a5
False,A,2019-11-27,0xfc3b9
False,A,2020-02-01,0x58b469
False,A,2019-12-05,0x4fbe11
False,A,2020-04-30,0x6b9706
True,A,2020-02-12,0x932197
False,A,2020-07-02,0x21a8c7
True,A,2020-04-16,0x4866f4
False,A,2019-08-21,0x97b858
False,A,2020-06-28,0x33f4ed
False,A,2019-10-07,0x5df713
False,A,2020-02-05,0x48ddf5
False,A,2020-02-17,0x936275
False,A,2020-08-15,0x23b073
True,A,2020-07-17,0x40beba
False,A,2020-04-23,0x8ffc11
False,A,2019-11-09,0x591bfd
False,A,2020-04-18,0x859276
False,B,2020-08-18,0x8c86ef
True,A,2019-12-08,0x2fd700
False,A,2020-05-05,0x4c8cb6
False,A,2019-10-21,0x88f26c
False,A,2019-08-19,0x3812d7
False,A,2019-11-13,0x75ba8c
True,A,2020-01-01,0x11ece5
True,B,2020-08-20,0x35a64c
True,A,2020-03-11,0x829edf
True,A,2020-03-02,0x10eaf9
False,A,2020-03-02,0x8e5449
False,A,2020-02-12,0x44ffde
False,A,2020-07-09,0x492aca
False,B,2020-08-20,0x7ef378
False,A,2019-08-03,0x8d244e
False,A,2020-04-08,0x72c644
True,A,2019-08-31,0x789110
False,A,2020-07-21,0x60ce35
False,A,2020-07-17,0x34230d
False,A,2020-06-18,0x237d2f
False,A,2019-08-02,0x7e396a
False,A,2020-02-28,0x895e31
False,A,2019-11-09,0x790553
False,A,2020-07-28,0x879f5f
False,A,2019-08-11,0x740fc8
True,A,2020-06-10,0x5aa0d7
False,A,2020-04-06,0x50517f
True,A,2020-03-01,0x6bb671
True,A,2020-01-26,0x29334b
False,A,2019-11-19,0x79ad1f
True,B,2020-08-30,0x4cfe0d
False,A,2020-03-24,0x173024
False,A,2019-08-28,0x7042c1
False,A,2019-11-14,0x5e24a0
False,A,2020-08-13,0x51c765
False,A,2020-02-28,0x2534b1
False,A,2019-08-06,0x3971f0
False,A,2020-01-08,0x2cfb52
False,A,2019-08-07,0x67e661
False,A,2019-10-03,0x4a818b
False,A,2020-04-23,0x2e029b
False,A,2020-08-25,0x5273e9
False,A,2020-07-17,0x39aae2
False,A,2019-12-23,0x67d94f
False,A,2019-10-28,0xfa419
False,A,2019-10-03,0x55a254
False,A,2019-12-12,0x92d0eb
False,A,2020-08-14,0x2e9fa7
False,A,2019-09-24,0x834d75
False,A,2019-09-07,0x1a1b29
False,A,2020-01-26,0x5631f4
False,A,2020-02-14,0x9566ee
False,A,2020-08-07,0x6cfd28
False,A,2020-07-14,0x328f64
False,A,2020-04-09,0x843c4b
False,A,2020-02-14,0x3b913d
False,A,2020-01-12,0x4550f0
False,A,2019-10-08,0x7d84d6
False,A,2019-08-07,0x1b1342
False,A,2019-09-12,0x1c9f81
True,B,2020-08-11,0x178004
False,A,2019-09-23,0x3cdbc1
False,A,2019-10-17,0x2a334c
False,A,2020-01-04,0x80f757
False,A,2020-03-23,0x3200d4
False,A,2020-08-27,0x676ecc
False,A,2020-03-10,0x28c4b7
True,A,2020-02-04,0x8641bc
False,A,2020-08-23,0x137f34
False,A,2019-08-27,0x7519b6
False,A,2020-02-26,0x2b3a2e
False,A,2020-01-09,0x4cab09
False,A,2020-02-23,0x77cb14
False,A,2019-12-17,0x88edd3
False,A,2019-10-18,0x3355bd
False,A,2020-04-11,0x236f17
False,A,2019-11-18,0x27c90c
False,A,2020-05-13,0x564217
False,A,2020-04-26,0x69f37d
False,A,2020-06-29,0x7f483d
False,A,2020-07-21,0x6cfda4
False,A,2020-08-25,0x64f073
True,A,2019-12-23,0x8168b5
False,A,2019-08-30,0x7a1676
False,A,2019-08-10,0x45b487
True,A,2020-04-21,0x1057d5
False,A,2020-03-20,0x94987e
False,A,2019-09-14,0x70caf6
False,A,2019-10-08,0x549b6d
False,A,2020-06-20,0x928a2a
True,A,2020-08-09,0x380da5
False,A,2020-07-31,0x170907
False,A,2019-09-20,0x2018c0
False,A,2020-08-21,0x225080
False,A,2020-07-08,0x5577ae
False,A,2019-11-24,0x16c04a
False,A,2019-12-30,0x79cf59
True,A,2020-02-20,0x6db939
False,A,2020-05-10,0x840c47
False,A,2019-08-05,0x2ed544
True,A,2019-10-16,0x75892f
True,A,2019-12-27,0x2017e9
False,A,2020-01-14,0x43f7f4
False,A,2020-03-21,0x274fa2
True,A,2020-06-15,0x5afe42
False,A,2020-08-10,0x426128
False,A,2020-06-12,0x1fb0ae
False,A,2020-07-25,0x584742
False,A,2019-09-13,0x36dc12
True,A,2020-03-03,0x8d297f
False,A,2019-12-27,0x327675
False,A,2019-09-17,0x19c627
False,A,2020-01-30,0x14847a
False,A,2020-01-12,0x1b81c7
True,A,2019-09-15,0x284009
True,A,2020-03-19,0x3cdd8a
False,A,2020-03-07,0x177aee
True,A,2020-02-13,0x57fb01
False,A,2020-01-06,0x62ae3e
False,A,2020-01-16,0x7dab6e
False,A,2019-10-14,0x3315c9
False,A,2020-06-08,0x73d3b9
False,A,2020-06-22,0x85b978
False,A,2019-11-19,0x8ccab5
False,A,2020-02-26,0x6bd65c
False,A,2020-07-06,0x72cf3a
False,A,2020-05-19,0x950b7c
True,A,2020-07-24,0x34e7f5
False,A,2020-02-15,0x2f0628
False,A,2020-03-04,0x844e48
False,A,2020-03-11,0x795e1e
False,A,2019-09-11,0x4a74e1
False,A,2020-04-13,0x874c9f
False,A,2019-10-02,0x537383
False,A,2019-09-17,0x30c6b7
False,A,2019-12-13,0x814d0e
False,A,2020-07-19,0x7290cc
True,A,2020-02-25,0x31c089
False,A,2020-07-07,0x79986c
False,A,2020-02-08,0x813f32
False,A,2020-01-01,0x3ff101
False,A,2020-08-19,0x19d084
False,A,2020-01-20,0x806072
False,A,2019-08-20,0x58dada
True,A,2019-10-29,0x77e3ab
False,A,2019-09-23,0x2b3933
True,A,2020-03-01,0x6794c0
False,A,2020-03-03,0x164556
True,A,2020-01-18,0x9055a9
False,A,2020-06-01,0x3946c2
False,A,2020-07-15,0x12dab1
False,A,2019-11-30,0x1d0a5c
False,A,2020-01-15,0x558769
False,B,2020-08-06,0x83cebf
False,A,2020-03-07,0x739794
False,A,2020-08-02,0x1ec493
False,A,2019-09-11,0x85e6c2
False,A,2020-04-26,0x7acfc2
False,A,2019-10-01,0x4d150d
False,A,2020-02-20,0x3f469c
False,A,2020-01-19,0x486711
False,A,2019-08-23,0x87b29d
False,A,2020-04-18,0x5ed936
False,A,2020-02-02,0x4963e5
False,A,2019-10-17,0x3505e7
True,A,2020-06-09,0x967ef4
False,A,2020-03-02,0x2f085e
False,A,2020-08-22,0x1d6309
False,A,2020-07-04,0x6b1fce
False,A,2020-03-09,0x2d79c5
False,A,2020-01-13,0x105898
False,A,2020-03-02,0x713756
False,A,2019-12-19,0x2b3496
False,A,2020-03-10,0x458994
False,A,2020-01-02,0x335aab
True,A,2020-07-19,0x2d3508
False,A,2019-09-27,0x76afbc
False,A,2019-12-30,0x96d30f
False,A,2019-12-15,0x1f5356
False,A,2020-05-06,0x36a38c
False,B,2020-08-13,0x1b7298
False,A,2020-01-29,0x9143a6
False,A,2020-04-13,0x8e8911
False,A,2020-07-22,0x49ba67
True,A,2019-11-26,0x71efdf
False,A,2019-10-18,0x53ef22
False,A,2020-01-09,0x260077
False,A,2020-02-20,0x5cfc85
True,A,2020-01-31,0x78c311
False,A,2020-04-14,0x4c9ffc
True,A,2020-08-11,0x7e9ec1
False,A,2020-08-16,0x6db6ef
False,A,2019-12-16,0x2e51eb
False,A,2020-02-15,0x42cd99
False,A,2020-03-09,0x4fcc7b
False,A,2020-07-03,0x4c1f35
False,A,2019-11-16,0x92c7ee
False,A,2020-03-07,0x242028
False,A,2020-06-23,0x9255b0
False,A,2020-08-05,0x1f3437
False,A,2020-01-10,0x78ab73
True,A,2019-09-26,0x694993
False,A,2020-01-22,0x4b07e2
False,A,2020-03-14,0x29eacb
False,A,2019-12-29,0x7740de
False,A,2019-08-31,0x4a0738
False,A,2020-04-18,0x816924
False,A,2020-07-07,0x297b18
False,A,2020-05-28,0x8e9c69
True,A,2019-10-28,0x707c0c
False,A,2020-07-08,0x2a53d8
False,A,2019-10-17,0x6542f2
True,A,2020-02-25,0x344d2f
False,B,2020-08-02,0x72a73c
False,A,2020-04-20,0x70fbba
False,B,2020-08-22,0x5234b5
False,A,2020-03-21,0x490560
False,A,2020-02-19,0x88e79b
True,A,2020-08-05,0x8db4ff
True,A,2020-03-23,0x878626
False,A,2020-01-06,0x288a5d
False,A,2019-12-13,0x3a4e62
False,A,2020-02-10,0x83f80a
False,A,2019-12-19,0x40cdf1
False,A,2020-01-15,0x964933
False,A,2020-02-21,0x7fec82
False,A,2019-10-17,0x5b99a4
True,A,2020-03-12,0x35b2b0
False,A,2019-11-12,0x55cf92
False,A,2019-08-03,0x3bc3d6
False,A,2020-04-04,0x92867b
False,A,2019-08-02,0x901311
True,B,2020-08-23,0x6e5a26
False,A,2020-02-11,0x121a07
False,A,2019-08-31,0x3d71c7
False,A,2020-07-30,0x1404d2
False,A,2019-09-28,0x5de935
False,A,2019-08-27,0x204969
False,A,2019-09-12,0x200d54
False,A,2019-11-10,0x334262
False,A,2020-03-09,0x5dc77c
False,A,2020-06-28,0x3777f0
True,A,2020-04-25,0x15c9e7
False,A,2020-01-31,0x31ded2
False,A,2020-01-25,0x6fcdba
False,A,2020-06-27,0x699c02
False,A,2019-11-05,0x7747be
False,A,2020-04-10,0x374c0c
False,A,2020-07-28,0x93f3db
False,A,2020-06-06,0x1793f6
True,A,2020-04-03,0x32ca73
False,A,2020-02-06,0x1a8449
True,A,2020-03-11,0x2a3882
False,A,2020-01-13,0x142dcb
False,A,2020-04-04,0x2c03c6
False,A,2020-05-12,0x943268
False,A,2019-12-07,0x377bbe
False,A,2019-10-29,0x733e04
False,A,2020-01-31,0x74230f
False,B,2020-08-16,0x69e8c0
False,A,2020-07-12,0x53eb9b
False,A,2019-11-15,0x3d67fe
True,A,2019-12-22,0x3febae
False,B,2020-08-12,0x4f7d3e
False,A,2019-10-06,0x7166f4
False,A,2019-09-21,0x2062a8
False,A,2020-08-19,0x8e9234
False,A,2020-02-17,0x124010
False,A,2020-04-21,0x4bdbff
